epoch,train_loss,dev_loss
0,5.10272741317749,4.433267116546631
1,4.365611553192139,4.091842174530029
2,4.056674957275391,3.802799940109253
3,3.7539212703704834,3.3896262645721436
4,3.333540916442871,2.811607599258423
5,2.8407630920410156,2.198902130126953
6,2.3660459518432617,1.6751805543899536
